fdn,attributes
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00069,ExternalEUtranCellFDD=LTE01ERBS00069-4","ExternalEUtranCellFDDId=LTE01ERBS00069-4,physicalLayerSubCellId=1,localCellId=4,tac=1,physicalLayerCellIdGroup=104,eutranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,EUtranFrequency=test1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=4","EUtranCellRelationId=4,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00050,ExternalEUtranCellFDD=LTE01ERBS00050-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=5","EUtranCellRelationId=5,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00050,ExternalEUtranCellFDD=LTE01ERBS00050-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=6","EUtranCellRelationId=6,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00050,ExternalEUtranCellFDD=LTE01ERBS00050-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=7","EUtranCellRelationId=7,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00050,ExternalEUtranCellFDD=LTE01ERBS00050-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=8","EUtranCellRelationId=8,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00051,ExternalEUtranCellFDD=LTE01ERBS00051-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=9","EUtranCellRelationId=9,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00051,ExternalEUtranCellFDD=LTE01ERBS00051-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=10","EUtranCellRelationId=10,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00051,ExternalEUtranCellFDD=LTE01ERBS00051-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=11","EUtranCellRelationId=11,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00051,ExternalEUtranCellFDD=LTE01ERBS00051-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=12","EUtranCellRelationId=12,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00052,ExternalEUtranCellFDD=LTE01ERBS00052-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=13","EUtranCellRelationId=13,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00052,ExternalEUtranCellFDD=LTE01ERBS00052-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=14","EUtranCellRelationId=14,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00052,ExternalEUtranCellFDD=LTE01ERBS00052-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=15","EUtranCellRelationId=15,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00052,ExternalEUtranCellFDD=LTE01ERBS00052-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=16","EUtranCellRelationId=16,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00053,ExternalEUtranCellFDD=LTE01ERBS00053-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=17","EUtranCellRelationId=17,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00053,ExternalEUtranCellFDD=LTE01ERBS00053-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=18","EUtranCellRelationId=18,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00053,ExternalEUtranCellFDD=LTE01ERBS00053-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=19","EUtranCellRelationId=19,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00053,ExternalEUtranCellFDD=LTE01ERBS00053-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=20","EUtranCellRelationId=20,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00054,ExternalEUtranCellFDD=LTE01ERBS00054-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=21","EUtranCellRelationId=21,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00054,ExternalEUtranCellFDD=LTE01ERBS00054-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=22","EUtranCellRelationId=22,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00054,ExternalEUtranCellFDD=LTE01ERBS00054-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,EUtranFreqRelation=1,EUtranCellRelation=23","EUtranCellRelationId=23,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00054,ExternalEUtranCellFDD=LTE01ERBS00054-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=4","EUtranCellRelationId=4,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00055,ExternalEUtranCellFDD=LTE01ERBS00055-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=5","EUtranCellRelationId=5,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00055,ExternalEUtranCellFDD=LTE01ERBS00055-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=6","EUtranCellRelationId=6,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00055,ExternalEUtranCellFDD=LTE01ERBS00055-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=7","EUtranCellRelationId=7,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00055,ExternalEUtranCellFDD=LTE01ERBS00055-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=8","EUtranCellRelationId=8,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00056,ExternalEUtranCellFDD=LTE01ERBS00056-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=9","EUtranCellRelationId=9,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00056,ExternalEUtranCellFDD=LTE01ERBS00056-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=10","EUtranCellRelationId=10,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00056,ExternalEUtranCellFDD=LTE01ERBS00056-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=11","EUtranCellRelationId=11,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00056,ExternalEUtranCellFDD=LTE01ERBS00056-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=12","EUtranCellRelationId=12,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00057,ExternalEUtranCellFDD=LTE01ERBS00057-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=13","EUtranCellRelationId=13,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00057,ExternalEUtranCellFDD=LTE01ERBS00057-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=14","EUtranCellRelationId=14,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00057,ExternalEUtranCellFDD=LTE01ERBS00057-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=15","EUtranCellRelationId=15,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00057,ExternalEUtranCellFDD=LTE01ERBS00057-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=16","EUtranCellRelationId=16,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00058,ExternalEUtranCellFDD=LTE01ERBS00058-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=17","EUtranCellRelationId=17,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00058,ExternalEUtranCellFDD=LTE01ERBS00058-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=18","EUtranCellRelationId=18,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00058,ExternalEUtranCellFDD=LTE01ERBS00058-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=19","EUtranCellRelationId=19,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00058,ExternalEUtranCellFDD=LTE01ERBS00058-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=20","EUtranCellRelationId=20,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00059,ExternalEUtranCellFDD=LTE01ERBS00059-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=21","EUtranCellRelationId=21,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00059,ExternalEUtranCellFDD=LTE01ERBS00059-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=22","EUtranCellRelationId=22,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00059,ExternalEUtranCellFDD=LTE01ERBS00059-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,EUtranFreqRelation=1,EUtranCellRelation=23","EUtranCellRelationId=23,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00059,ExternalEUtranCellFDD=LTE01ERBS00059-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=4","EUtranCellRelationId=4,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00060,ExternalEUtranCellFDD=LTE01ERBS00060-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=5","EUtranCellRelationId=5,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00060,ExternalEUtranCellFDD=LTE01ERBS00060-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=6","EUtranCellRelationId=6,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00060,ExternalEUtranCellFDD=LTE01ERBS00060-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=7","EUtranCellRelationId=7,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00060,ExternalEUtranCellFDD=LTE01ERBS00060-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=8","EUtranCellRelationId=8,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00061,ExternalEUtranCellFDD=LTE01ERBS00061-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=9","EUtranCellRelationId=9,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00061,ExternalEUtranCellFDD=LTE01ERBS00061-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=10","EUtranCellRelationId=10,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00061,ExternalEUtranCellFDD=LTE01ERBS00061-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=11","EUtranCellRelationId=11,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00061,ExternalEUtranCellFDD=LTE01ERBS00061-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=12","EUtranCellRelationId=12,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00062,ExternalEUtranCellFDD=LTE01ERBS00062-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=13","EUtranCellRelationId=13,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00062,ExternalEUtranCellFDD=LTE01ERBS00062-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=14","EUtranCellRelationId=14,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00062,ExternalEUtranCellFDD=LTE01ERBS00062-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=15","EUtranCellRelationId=15,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00062,ExternalEUtranCellFDD=LTE01ERBS00062-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=16","EUtranCellRelationId=16,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00063,ExternalEUtranCellFDD=LTE01ERBS00063-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=17","EUtranCellRelationId=17,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00063,ExternalEUtranCellFDD=LTE01ERBS00063-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=18","EUtranCellRelationId=18,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00063,ExternalEUtranCellFDD=LTE01ERBS00063-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=19","EUtranCellRelationId=19,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00063,ExternalEUtranCellFDD=LTE01ERBS00063-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=20","EUtranCellRelationId=20,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00064,ExternalEUtranCellFDD=LTE01ERBS00064-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=21","EUtranCellRelationId=21,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00064,ExternalEUtranCellFDD=LTE01ERBS00064-2"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=22","EUtranCellRelationId=22,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00064,ExternalEUtranCellFDD=LTE01ERBS00064-3"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,EUtranFreqRelation=1,EUtranCellRelation=23","EUtranCellRelationId=23,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00064,ExternalEUtranCellFDD=LTE01ERBS00064-4"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=4","EUtranCellRelationId=4,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00065,ExternalEUtranCellFDD=LTE01ERBS00065-1"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,EUtranFreqRelation=1,EUtranCellRelation=5","EUtranCellRelationId=5,neighborCellRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtraNetwork=1,ExternalENodeBFunction=LTE01ERBS00065,ExternalEUtranCellFDD=LTE01ERBS00065-2"""
